bag_loss,batch,buffer_size,epoch,inst_loss,loss,n_patches_in_buffer,step,train_loss_epoch,val_acc_epoch,val_loss_epoch
0.6683520674705505,0,,0,1.2596603631973267,0.8457446098327637,,0,,,
0.6618877649307251,1,,0,1.247231125831604,0.8374907970428467,,1,,,
0.6439916491508484,2,,0,1.2485113143920898,0.8253475427627563,,2,,,
0.6442623138427734,3,,0,1.2751750946044922,0.8335361480712891,,3,,,
0.6285121440887451,4,,0,1.2680480480194092,0.8203729391098022,,4,,,
0.6391276121139526,5,,0,1.2509404420852661,0.8226714730262756,,5,,,
0.593546450138092,6,,0,1.2574912309646606,0.792729914188385,,6,,,
0.8298706412315369,7,,0,1.308120608329773,0.9733456373214722,,7,,,
0.8405405282974243,8,,0,1.2958060503005981,0.9771201610565186,,8,,,
0.8278423547744751,9,,0,1.3015178442001343,0.9699450135231018,,9,,,
0.82656329870224,10,,0,1.3194081783294678,0.9744167923927307,,10,,,
,,,0,,,,11,0.879338264465332,1.0,0.7703638672828674
0.5735854506492615,0,,1,1.2277953624725342,0.7698484659194946,,12,,,
0.566426157951355,1,,1,1.2216041088104248,0.7629795074462891,,13,,,
0.5616737604141235,2,,1,1.192441701889038,0.7509042024612427,,14,,,
0.8663690686225891,3,,1,1.2861402034759521,0.9923004508018494,,15,,,
0.56089848279953,4,,1,1.18943452835083,0.7494592666625977,,16,,,
0.5850669145584106,5,,1,1.2014884948730469,0.7699934244155884,,17,,,
0.8227832913398743,6,,1,1.291520357131958,0.9634044170379639,,18,,,
0.5716285705566406,7,,1,1.2071681022644043,0.7622904181480408,,19,,,
0.8350218534469604,8,,1,1.277768611907959,0.9678459167480469,,20,,,
0.8777580261230469,9,,1,1.2751469612121582,0.9969747066497803,,21,,,
0.8543103933334351,10,,1,1.2616701126098633,0.9765183329582214,,22,,,
,,,1,,,,23,0.860228955745697,1.0,0.7487472295761108
,,3,,,,142,24,,,
