attn_loss,bag_loss,batch,buffer_size,epoch,inst_loss,logits_loss,loss,n_patches_in_buffer,step,train_loss_epoch,val_acc_epoch,val_loss_epoch
,1.7662312984466553,0,,0,1.115442156791687,,1.57099449634552,,0,,,
0.00010309368371963501,1.7223610877990723,0,,0,1.1531378030776978,1.0728836059570312e-05,1.5517078638076782,,1,,,
,1.7276126146316528,1,,0,1.1419662237167358,,1.551918625831604,,2,,,
,1.8233628273010254,2,,0,1.0574976205825806,,1.593603253364563,,3,,,
6.499141454696655e-05,2.1399106979370117,2,,0,1.1967463493347168,0.00040650367736816406,1.8574328422546387,,4,,,
,1.7809195518493652,3,,0,1.0469841957092285,,1.5607389211654663,,5,,,
,1.8007150888442993,4,,0,1.0290066003799438,,1.5692025423049927,,6,,,
5.059689283370972e-05,1.744539499282837,4,,0,1.2027034759521484,0.000553131103515625,1.582592248916626,,7,,,
,1.7734663486480713,5,,0,1.061730980873108,,1.559945821762085,,8,,,
,1.6755683422088623,6,,0,1.0892326831817627,,1.4996676445007324,,9,,,
9.556859731674194e-05,1.7089834213256836,6,,0,1.1526626348495483,0.0019755959510803223,1.5441582202911377,,10,,,
,1.7023084163665771,7,,0,1.027690052986145,,1.4999228715896606,,11,,,
,1.6893950700759888,8,,0,1.0901076793670654,,1.5096088647842407,,12,,,
8.42064619064331e-05,1.6971064805984497,8,,0,1.1039119958877563,0.004525482654571533,1.5237576961517334,,13,,,
,1.6577520370483398,9,,0,1.0064181089401245,,1.4623517990112305,,14,,,
,1.6966912746429443,10,,0,1.0012553930282593,,1.488060474395752,,15,,,
5.04031777381897e-05,1.7887498140335083,10,,0,1.054811954498291,0.005621016025543213,1.57423996925354,,16,,,
,,,,0,,,,,17,1.558817982673645,0.4545454680919647,1.4625989198684692
,1.6869295835494995,0,,1,1.0654101371765137,,1.5004737377166748,,18,,,
6.917119026184082e-05,1.6990545988082886,0,,1,1.083789348602295,0.006941258907318115,1.5214853286743164,,19,,,
,1.6375067234039307,1,,1,1.0282713174819946,,1.4547359943389893,,20,,,
,1.6647117137908936,2,,1,0.9111192226409912,,1.4386340379714966,,21,,,
7.230043411254883e-05,2.226926565170288,2,,1,1.0871716737747192,0.01268833875656128,1.8977608680725098,,22,,,
,1.64604914188385,3,,1,0.9092884063720703,,1.4250209331512451,,23,,,
,1.6454963684082031,4,,1,1.0036126375198364,,1.45293128490448,,24,,,
9.542703628540039e-05,2.114130735397339,4,,1,1.1206153631210327,0.009038150310516357,1.8252098560333252,,25,,,
,1.6272470951080322,5,,1,1.0523197650909424,,1.4547688961029053,,26,,,
,1.6336973905563354,6,,1,0.9438414573669434,,1.4267406463623047,,27,,,
7.722526788711548e-05,1.815819263458252,6,,1,0.9787259697914124,0.010447204113006592,1.5752158164978027,,28,,,
,1.579747200012207,7,,1,0.940713107585907,,1.3880369663238525,,29,,,
,1.6487747430801392,8,,1,0.8670637011528015,,1.4142613410949707,,30,,,
6.751716136932373e-05,2.1245083808898926,8,,1,1.0893064737319946,0.008697211742401123,1.8227124214172363,,31,,,
,1.5124441385269165,9,,1,0.8291735649108887,,1.3074630498886108,,32,,,
,1.6021021604537964,10,,1,0.8703718185424805,,1.3825831413269043,,33,,,
0.00011339038610458374,1.733117938041687,10,,1,0.9588103890419006,0.010335445404052734,1.5112744569778442,,34,,,
,,,,1,,,,,35,1.517606258392334,0.6363636255264282,1.3566629886627197
,,,42,,,,,1992,36,,,
