attn_loss,bag_loss,batch,buffer_size,epoch,inst_loss,logits_loss,loss,n_patches_in_buffer,step,train_loss_epoch,val_acc_epoch,val_loss_epoch
,1.7568293809890747,0,,0,1.2266167402267456,,1.597765564918518,,0,,,
4.4345855712890625e-05,1.8243703842163086,0,,0,1.250566005706787,1.6391277313232422e-05,1.652289867401123,,1,,,
,1.7391687631607056,1,,0,1.2372013330459595,,1.588578462600708,,2,,,
,1.8171249628067017,2,,0,1.2171880006790161,,1.637143850326538,,3,,,
,1.7832751274108887,3,,0,1.2216978073120117,,1.6148018836975098,,4,,,
,1.809801459312439,4,,0,1.195909857749939,,1.625633955001831,,5,,,
,1.7718969583511353,5,,0,1.2017862796783447,,1.6008636951446533,,6,,,
,1.7087370157241821,6,,0,1.2286523580551147,,1.564711570739746,,7,,,
,1.743541955947876,7,,0,1.1923218965530396,,1.5781760215759277,,8,,,
,1.7168408632278442,8,,0,1.2175096273422241,,1.5670413970947266,,9,,,
,1.6959644556045532,9,,0,1.183829426765442,,1.5423240661621094,,10,,,
,1.7436621189117432,10,,0,1.165831208229065,,1.570312738418579,,11,,,
,,,,0,,,,,12,1.5949702262878418,0.4545454680919647,1.5624743700027466
,1.7342510223388672,0,,1,1.217877745628357,,1.5793390274047852,,13,,,
3.7789344787597656e-05,1.8128176927566528,0,,1,1.2212616205215454,0.00040203332901000977,1.6357908248901367,,14,,,
,1.6772408485412598,1,,1,1.1909024715423584,,1.5313392877578735,,15,,,
,1.7189010381698608,2,,1,1.1722403764724731,,1.5549027919769287,,16,,,
,1.7112507820129395,3,,1,1.1877615451812744,,1.554203987121582,,17,,,
,1.6829062700271606,4,,1,1.2008912563323975,,1.5383018255233765,,18,,,
,1.6788647174835205,5,,1,1.201173186302185,,1.5355572700500488,,19,,,
,1.69829261302948,6,,1,1.1742860078811646,,1.541090726852417,,20,,,
,1.6269183158874512,7,,1,1.1761761903762817,,1.4916956424713135,,21,,,
,1.69507896900177,8,,1,1.1637911796569824,,1.5356926918029785,,22,,,
,1.6260979175567627,9,,1,1.1528455018997192,,1.4841221570968628,,23,,,
,1.683068037033081,10,,1,1.131019949913025,,1.5174535512924194,,24,,,
,,,,1,,,,,25,1.5416240692138672,0.4545454680919647,1.5072224140167236
,,,3,,,,,142,26,,,
