attn_loss,bag_loss,batch,buffer_size,epoch,inst_loss,logits_loss,loss,n_patches_in_buffer,step,train_loss_epoch,val_acc_epoch,val_loss_epoch
,1.470468521118164,0,,0,1.2417277097702026,,1.4018462896347046,,0,,,
6.617605686187744e-05,1.3027727603912354,0,,0,1.2926504611968994,1.9371509552001953e-05,1.2998216152191162,,1,,,
,1.435250997543335,1,,0,1.2294265031814575,,1.373503565788269,,2,,,
,1.3788096904754639,2,,0,1.2649493217468262,,1.3446515798568726,,3,,,
,1.4029881954193115,3,,0,1.2354795932769775,,1.3527356386184692,,4,,,
,1.3980886936187744,4,,0,1.2316093444824219,,1.3481448888778687,,5,,,
9.988248348236084e-05,1.269561529159546,4,,0,1.258945107460022,0.00045865774154663086,1.266935110092163,,6,,,
,1.3971585035324097,5,,0,1.2361152172088623,,1.3488454818725586,,7,,,
,1.3894230127334595,6,,0,1.2167818546295166,,1.3376307487487793,,8,,,
,1.3859148025512695,7,,0,1.1970469951629639,,1.329254388809204,,9,,,
8.521974086761475e-05,1.5511674880981445,7,,0,1.2584412097930908,0.0024968385696411133,1.4659316539764404,,10,,,
,1.3323322534561157,8,,0,1.2368601560592651,,1.3036906719207764,,11,,,
,1.3833931684494019,9,,0,1.20675790309906,,1.3304026126861572,,12,,,
,1.3794751167297363,10,,0,1.218287467956543,,1.3311188220977783,,13,,,
,,,,0,,,,,14,1.3453224897384644,0.0,1.2961230278015137
,1.3215032815933228,0,,1,1.1853294372558594,,1.2806510925292969,,15,,,
8.275359869003296e-05,1.3001142740249634,0,,1,1.228898525238037,0.0014463067054748535,1.2802784442901611,,16,,,
,1.377948522567749,1,,1,1.2003971338272095,,1.3246831893920898,,17,,,
,1.3712549209594727,2,,1,1.146414041519165,,1.303802728652954,,18,,,
,1.306838870048523,3,,1,1.1637849807739258,,1.2639226913452148,,19,,,
,1.3606698513031006,4,,1,1.1936618089675903,,1.3105673789978027,,20,,,
6.54757022857666e-05,1.3289989233016968,4,,1,1.2275378704071045,0.0013053417205810547,1.2999314069747925,,21,,,
,1.2675305604934692,5,,1,1.093021273612976,,1.2151777744293213,,22,,,
,1.3426594734191895,6,,1,1.1798866987228394,,1.2938276529312134,,23,,,
,1.3043673038482666,7,,1,1.0986648797988892,,1.2426565885543823,,24,,,
6.93202018737793e-05,1.7120935916900635,7,,1,1.170583963394165,0.0032320618629455566,1.5529420375823975,,25,,,
,1.2951475381851196,8,,1,1.1351988315582275,,1.247162938117981,,26,,,
,1.3203374147415161,9,,1,1.1030683517456055,,1.2551567554473877,,27,,,
,1.3220680952072144,10,,1,1.1593244075775146,,1.2732449769973755,,28,,,
,,,,1,,,,,29,1.2960004806518555,1.0,1.2349604368209839
,,,42,,,,,1950,30,,,
