attn_loss,bag_loss,batch,buffer_size,epoch,inst_loss,logits_loss,loss,n_patches_in_buffer,step,train_loss_epoch,val_acc_epoch,val_loss_epoch
,1.478695034980774,0,,0,1.231940746307373,,1.4046688079833984,,0,,,
3.6016106605529785e-05,1.4860444068908691,0,,0,1.2814264297485352,5.960464477539062e-07,1.424695611000061,,1,,,
,1.4547691345214844,1,,0,1.2489244937896729,,1.3930156230926514,,2,,,
,1.3058302402496338,2,,0,1.2119228839874268,,1.2776579856872559,,3,,,
,1.4326385259628296,3,,0,1.228024959564209,,1.3712544441223145,,4,,,
,1.446999192237854,4,,0,1.2250490188598633,,1.3804141283035278,,5,,,
,1.4420479536056519,5,,0,1.216996431350708,,1.3745324611663818,,6,,,
,1.4287410974502563,6,,0,1.2248666286468506,,1.3675787448883057,,7,,,
,1.3506708145141602,7,,0,1.192123293876648,,1.3031065464019775,,8,,,
,1.4276503324508667,8,,0,1.207859992980957,,1.361713171005249,,9,,,
,1.3067823648452759,9,,0,1.2175475358963013,,1.2800118923187256,,10,,,
,1.3099195957183838,10,,0,1.2224286794662476,,1.2836723327636719,,11,,,
,,,,0,,,,,12,1.3518600463867188,0.09090909361839294,1.346908450126648
,1.4197602272033691,0,,1,1.2317297458648682,,1.3633511066436768,,13,,,
4.938244819641113e-05,1.481453776359558,0,,1,1.254180908203125,0.0006446242332458496,1.4139659404754639,,14,,,
,1.3088880777359009,1,,1,1.2173631191253662,,1.2814306020736694,,15,,,
,1.289278507232666,2,,1,1.1877620220184326,,1.2588236331939697,,16,,,
,1.3763816356658936,3,,1,1.2162110805511475,,1.3283305168151855,,17,,,
,1.3087539672851562,4,,1,1.207093358039856,,1.2782557010650635,,18,,,
,1.377527117729187,5,,1,1.2043694257736206,,1.3255798816680908,,19,,,
,1.2899107933044434,6,,1,1.2121995687484741,,1.2665973901748657,,20,,,
,1.2962266206741333,7,,1,1.1665151119232178,,1.2573132514953613,,21,,,
,1.3793123960494995,8,,1,1.1984256505966187,,1.3250463008880615,,22,,,
,1.2748051881790161,9,,1,1.187401533126831,,1.2485840320587158,,23,,,
,1.2998143434524536,10,,1,1.2111390829086304,,1.2732117176055908,,24,,,
,,,,1,,,,,25,1.3017076253890991,0.09090909361839294,1.3158234357833862
,,,3,,,,,142,26,,,
