bag_loss,batch,buffer_size,epoch,inst_loss,loss,n_patches_in_buffer,step,train_loss_epoch,val_acc_epoch,val_loss_epoch
0.6824482679367065,0,,0,1.2766742706298828,0.8607161045074463,,0,,,
0.6850950121879578,1,,0,1.275622844696045,0.8622534275054932,,1,,,
0.6646005511283875,2,,0,1.2816689014434814,0.8497210741043091,,2,,,
0.670461118221283,3,,0,1.267951250076294,0.8497081995010376,,3,,,
0.6446806788444519,4,,0,1.2696075439453125,0.8321588039398193,,4,,,
0.6760037541389465,5,,0,1.2871648073196411,0.8593521118164062,,5,,,
0.5990102887153625,6,,0,1.266158103942871,0.7991546392440796,,6,,,
0.7701094150543213,7,,0,1.328751802444458,0.9377021193504333,,7,,,
0.7991759181022644,8,,0,1.3308271169662476,0.9586713314056396,,8,,,
0.8063122034072876,9,,0,1.3086130619049072,0.9570025205612183,,9,,,
0.7970768809318542,10,,0,1.2924683094024658,0.9456943273544312,,10,,,
,,,0,,,,11,0.8829212784767151,1.0,0.7818514108657837
0.5817043781280518,0,,1,1.2308015823364258,0.7764335870742798,,12,,,
0.5823286771774292,1,,1,1.237107276916504,0.7787622213363647,,13,,,
0.5631468296051025,2,,1,1.222754955291748,0.7610292434692383,,14,,,
0.8174089789390564,3,,1,1.2703051567077637,0.9532778263092041,,15,,,
0.5686580538749695,4,,1,1.2187232971191406,0.7636775970458984,,16,,,
0.5853154063224792,5,,1,1.2394510507583618,0.7815561294555664,,17,,,
0.8190915584564209,6,,1,1.2688145637512207,0.9540084600448608,,18,,,
0.5905207991600037,7,,1,1.2019932270050049,0.7739624977111816,,19,,,
0.7992353439331055,8,,1,1.2747812271118164,0.9418991804122925,,20,,,
0.8369662165641785,9,,1,1.255195140838623,0.9624348878860474,,21,,,
0.8257084488868713,10,,1,1.280698537826538,0.9622054696083069,,22,,,
,,,1,,,,23,0.8553861379623413,1.0,0.7596584558486938
,,42,,,,2000,24,,,
