bag_loss,batch,buffer_size,epoch,inst_loss,loss,n_patches_in_buffer,step,train_loss_epoch,val_acc_epoch,val_loss_epoch
0.6683520674705505,0,,0,1.2596603631973267,0.8457446098327637,,0,,,
0.6756952404975891,1,,0,1.2599899768829346,0.8509836792945862,,1,,,
0.6691935658454895,2,,0,1.256803274154663,0.845476508140564,,2,,,
0.6770690083503723,3,,0,1.2872283458709717,0.8601168394088745,,3,,,
0.6794575452804565,4,,0,1.2853341102600098,0.8612204790115356,,4,,,
0.701373279094696,5,,0,1.2706663608551025,0.8721612095832825,,5,,,
0.6621590256690979,6,,0,1.2778422832489014,0.8468639850616455,,6,,,
0.7361629009246826,7,,0,1.3032128810882568,0.9062778949737549,,7,,,
0.7344644665718079,8,,0,1.292442798614502,0.9018579721450806,,8,,,
0.7251507043838501,9,,0,1.301753282546997,0.8981314897537231,,9,,,
0.7240710854530334,10,,0,1.313641905784607,0.900942325592041,,10,,,
,,,0,,,,11,0.8717979192733765,1.0,0.8504928350448608
0.6657107472419739,0,,1,1.2724826335906982,0.8477423191070557,,12,,,
0.6684831976890564,1,,1,1.2805156707763672,0.852092981338501,,13,,,
0.6683425903320312,2,,1,1.2508881092071533,0.8431062698364258,,14,,,
0.7200832366943359,3,,1,1.3113353252410889,0.8974588513374329,,15,,,
0.6597452163696289,4,,1,1.2507336139678955,0.8370417356491089,,16,,,
0.6660451292991638,5,,1,1.2528514862060547,0.8420870304107666,,17,,,
0.7159110307693481,6,,1,1.3069607019424438,0.8932259678840637,,18,,,
0.6848157644271851,7,,1,1.2799828052520752,0.863365888595581,,19,,,
0.7228403091430664,8,,1,1.322664737701416,0.9027876257896423,,20,,,
0.7247101068496704,9,,1,1.304516315460205,0.8986519575119019,,21,,,
0.7287412881851196,10,,1,1.3090145587921143,0.9028233289718628,,22,,,
,,,1,,,,23,0.8709439635276794,1.0,0.8476130962371826
,,3,,,,142,24,,,
