attn_loss,bag_loss,batch,buffer_size,epoch,inst_loss,logits_loss,loss,n_patches_in_buffer,step,train_loss_epoch,val_acc_epoch,val_loss_epoch
,1.3913768529891968,0,,0,1.1858930587768555,,1.3297317028045654,,0,,,
5.9798359870910645e-05,1.2609390020370483,0,,0,1.2215194702148438,3.844499588012695e-05,1.249211311340332,,1,,,
,1.3718316555023193,1,,0,1.198754072189331,,1.3199083805084229,,2,,,
,1.434172511100769,2,,0,1.2208600044250488,,1.3701788187026978,,3,,,
,1.3035316467285156,3,,0,1.16237211227417,,1.261183738708496,,4,,,
,1.3252869844436646,4,,0,1.1740003824234009,,1.2799010276794434,,5,,,
4.0024518966674805e-05,1.2236636877059937,4,,0,1.1884982585906982,0.0005707144737243652,1.2137248516082764,,6,,,
,1.3190861940383911,5,,0,1.13742995262146,,1.2645893096923828,,7,,,
,1.3152365684509277,6,,0,1.1154555082321167,,1.2553021907806396,,8,,,
,1.4380078315734863,7,,0,1.1624906063079834,,1.3553526401519775,,9,,,
5.69075345993042e-05,1.5781737565994263,7,,0,1.2087184190750122,0.0016885995864868164,1.4690825939178467,,10,,,
,1.2712498903274536,8,,0,1.164576768875122,,1.2392480373382568,,11,,,
,1.4418305158615112,9,,0,1.1596741676330566,,1.3571836948394775,,12,,,
,1.4403077363967896,10,,0,1.1851519346237183,,1.3637609481811523,,13,,,
,,,,0,,,,,14,1.3091686964035034,0.4545454680919647,1.2277607917785645
,1.268743634223938,0,,1,1.135493516921997,,1.2287685871124268,,15,,,
5.694478750228882e-05,1.6390835046768188,0,,1,1.2031902074813843,0.0018492341041564941,1.5102217197418213,,16,,,
,1.4184753894805908,1,,1,1.1642833948135376,,1.3422178030014038,,17,,,
,1.424715518951416,2,,1,1.1342099905014038,,1.3375638723373413,,18,,,
,1.2214685678482056,3,,1,1.07463800907135,,1.1774194240570068,,19,,,
,1.4058475494384766,4,,1,1.1501492261886597,,1.3291380405426025,,20,,,
5.313009023666382e-05,1.3356914520263672,4,,1,1.1680395603179932,5.125999450683594e-05,1.2855002880096436,,21,,,
,1.2000138759613037,5,,1,1.1006746292114258,,1.1702120304107666,,22,,,
,1.4016777276992798,6,,1,1.1503138542175293,,1.3262685537338257,,23,,,
,1.3581632375717163,7,,1,1.098019003868103,,1.2801198959350586,,24,,,
7.61672854423523e-05,1.5908695459365845,7,,1,1.1997075080871582,0.0001677870750427246,1.4737648963928223,,25,,,
,1.2146574258804321,8,,1,1.0542000532150269,,1.1665202379226685,,26,,,
,1.3700271844863892,9,,1,1.077360987663269,,1.2822272777557373,,27,,,
,1.3622254133224487,10,,1,1.1491464376449585,,1.2983016967773438,,28,,,
,,,,1,,,,,29,1.300588846206665,0.9090909361839294,1.1777621507644653
,,,42,,,,,2030,30,,,
