attn_loss,bag_loss,batch,buffer_size,epoch,inst_loss,logits_loss,loss,n_patches_in_buffer,step,train_loss_epoch,val_acc_epoch,val_loss_epoch
,1.865763545036316,0,,0,1.1170297861099243,,1.6411433219909668,,0,,,
6.128847599029541e-05,1.543548345565796,0,,0,1.210974097251892,4.9173831939697266e-05,1.4438865184783936,,1,,,
,1.8004928827285767,1,,0,1.1633051633834839,,1.6093366146087646,,2,,,
,1.9170552492141724,2,,0,1.1410237550735474,,1.6842458248138428,,3,,,
9.6149742603302e-05,1.7741144895553589,2,,0,1.1646666526794434,0.0003552436828613281,1.5917316675186157,,4,,,
,1.8855054378509521,3,,0,1.1158596277236938,,1.6546117067337036,,5,,,
,1.9209262132644653,4,,0,1.1236580610275269,,1.6817457675933838,,6,,,
5.37186861038208e-05,1.7861502170562744,4,,0,1.1370760202407837,0.0004082918167114258,1.5918900966644287,,7,,,
,1.8403558731079102,5,,0,1.1288479566574097,,1.6269035339355469,,8,,,
,1.7632715702056885,6,,0,1.0756136178970337,,1.556974172592163,,9,,,
8.515268564224243e-05,2.1111252307891846,6,,0,1.1785998344421387,0.00023216009140014648,1.8316848278045654,,10,,,
,1.8442862033843994,7,,0,1.1018790006637573,,1.6215641498565674,,11,,,
,1.7556626796722412,8,,0,1.0994062423706055,,1.5587856769561768,,12,,,
6.413459777832031e-05,1.7727258205413818,8,,0,1.1342417001724243,0.00013142824172973633,1.581376075744629,,13,,,
,1.7510753870010376,9,,0,1.1020750999450684,,1.55637526512146,,14,,,
,1.8035004138946533,10,,0,1.098744511604309,,1.5920735597610474,,15,,,
0.00010465830564498901,1.8551547527313232,10,,0,1.1624699831008911,3.069639205932617e-05,1.6474847793579102,,16,,,
,,,,0,,,,,17,1.6159889698028564,0.0,1.5717453956604004
,1.8078196048736572,0,,1,1.120226263999939,,1.6015416383743286,,18,,,
0.00010353326797485352,2.1103718280792236,0,,1,1.1453770399093628,7.62939453125e-05,1.8210532665252686,,19,,,
,1.7156342267990112,1,,1,1.081494927406311,,1.5253924131393433,,20,,,
,1.7780168056488037,2,,1,1.1072052717208862,,1.5767734050750732,,21,,,
0.00017566978931427002,2.086427688598633,2,,1,1.1400682926177979,0.0008675456047058105,1.803563117980957,,22,,,
,1.7649637460708618,3,,1,1.0783698558807373,,1.5589855909347534,,23,,,
,1.7321630716323853,4,,1,1.0753147602081299,,1.5351085662841797,,24,,,
9.632855653762817e-05,1.8281943798065186,4,,1,1.1335026025772095,0.00019997358322143555,1.6200830936431885,,25,,,
,1.689318299293518,5,,1,1.0865448713302612,,1.508486270904541,,26,,,
,1.7446770668029785,6,,1,1.0708528757095337,,1.542529821395874,,27,,,
0.0003637149930000305,2.0954196453094482,6,,1,1.1402620077133179,0.0035622715950012207,1.8127985000610352,,28,,,
,1.7013064622879028,7,,1,1.053298830986023,,1.506904125213623,,29,,,
,1.711068034172058,8,,1,1.0690975189208984,,1.5184768438339233,,30,,,
7.472187280654907e-05,1.793274998664856,8,,1,1.0678766965866089,0.0024253129959106445,1.5781556367874146,,31,,,
,1.7063900232315063,9,,1,1.0328348875045776,,1.5043234825134277,,32,,,
,1.7073583602905273,10,,1,1.0741223096847534,,1.5173876285552979,,33,,,
0.0001247599720954895,1.6609771251678467,10,,1,1.0995826721191406,0.0034475326538085938,1.4961310625076294,,34,,,
,,,,1,,,,,35,1.5898643732070923,0.27272728085517883,1.4954041242599487
,,,42,,,,,1994,36,,,
