lr,Status,Time(min),AACC,BWT,IM
"[1e-4,1e-4,1e-4]",Success,0.5005328377087911,0.1212121248245239,-0.5909090936183929,0.0
"[1e-5,1e-5,1e-5]",Success,0.5005761583646139,0.0,-0.5,0.0
"[5e-5,5e-5,5e-5]",Success,0.5005836049715678,0.0303030312061309,-0.5,0.0
