attn_loss,bag_loss,batch,buffer_size,epoch,inst_loss,logits_loss,loss,n_patches_in_buffer,step,train_loss_epoch,val_acc_epoch,val_loss_epoch
,1.3899441957473755,0,,0,1.2065629959106445,,1.3349298238754272,,0,,,
5.344301462173462e-05,1.2952630519866943,0,,0,1.269913673400879,7.063150405883789e-05,1.2877821922302246,,1,,,
,1.3778176307678223,1,,0,1.1966776847839355,,1.3234755992889404,,2,,,
,1.3775182962417603,2,,0,1.2454808950424194,,1.337907075881958,,3,,,
,1.3442248106002808,3,,0,1.1664659976959229,,1.2908971309661865,,4,,,
,1.3365881443023682,4,,0,1.142297625541687,,1.2783010005950928,,5,,,
8.299201726913452e-05,1.3002548217773438,4,,0,1.2556781768798828,0.0005859136581420898,1.287550687789917,,6,,,
,1.330951452255249,5,,0,1.176391839981079,,1.284583568572998,,7,,,
,1.3084359169006348,6,,0,1.1176730394363403,,1.2512071132659912,,8,,,
,1.399176001548767,7,,0,1.2140800952911377,,1.3436472415924072,,9,,,
9.255856275558472e-05,1.2982337474822998,7,,0,1.2129478454589844,0.00479966402053833,1.2775402069091797,,10,,,
,1.3000589609146118,8,,0,1.165079116821289,,1.259564995765686,,11,,,
,1.3805181980133057,9,,0,1.1870489120483398,,1.3224773406982422,,12,,,
,1.3709050416946411,10,,0,1.18068528175354,,1.3138391971588135,,13,,,
,,,,0,,,,,14,1.2995502948760986,0.8181818127632141,1.2261812686920166
,1.2590007781982422,0,,1,1.101110577583313,,1.2116336822509766,,15,,,
0.00010547041893005371,1.6212303638458252,0,,1,1.2724857330322266,0.0024399161338806152,1.5191524028778076,,16,,,
,1.374365210533142,1,,1,1.1644465923309326,,1.311389684677124,,17,,,
,1.362722635269165,2,,1,1.1557902097702026,,1.300642967224121,,18,,,
,1.246952772140503,3,,1,1.0643765926361084,,1.1921799182891846,,19,,,
,1.3484277725219727,4,,1,1.1344534158706665,,1.2842354774475098,,20,,,
8.428841829299927e-05,1.7203563451766968,4,,1,1.231978178024292,0.006419122219085693,1.5803463459014893,,21,,,
,1.2052080631256104,5,,1,1.0353516340255737,,1.1542510986328125,,22,,,
,1.337561845779419,6,,1,1.097132682800293,,1.2654330730438232,,23,,,
,1.3185182809829712,7,,1,1.1081918478012085,,1.2554203271865845,,24,,,
0.00012008100748062134,1.3555477857589722,7,,1,1.1448209285736084,0.002880096435546875,1.2953298091888428,,25,,,
,1.2321079969406128,8,,1,1.0415546894073486,,1.1749420166015625,,26,,,
,1.2944332361221313,9,,1,1.0711535215377808,,1.2274492979049683,,27,,,
,1.3133214712142944,10,,1,1.1464914083480835,,1.2632724046707153,,28,,,
,,,,1,,,,,29,1.288262963294983,0.9090909361839294,1.175753116607666
,,,42,,,,,1956,30,,,
