bag_loss,batch,buffer_size,epoch,inst_loss,loss,n_patches_in_buffer,step,train_loss_epoch,val_acc_epoch,val_loss_epoch
0.7322614789009094,0,,0,1.3086190223693848,0.9051687717437744,,0,,,
0.7145214080810547,1,,0,1.3159663677215576,0.8949549198150635,,1,,,
0.7020097970962524,2,,0,1.3019920587539673,0.8820044994354248,,2,,,
0.7032963037490845,3,,0,1.3091394901275635,0.8850492238998413,,3,,,
0.6991442441940308,4,,0,1.320669412612915,0.8856017589569092,,4,,,
0.6779880523681641,5,,0,1.29275643825531,0.8624185919761658,,5,,,
0.6348785161972046,6,,0,1.2779099941253662,0.8277879953384399,,6,,,
0.7222298979759216,7,,0,1.2910525798797607,0.8928767442703247,,7,,,
0.7492585182189941,8,,0,1.3016988039016724,0.9149906039237976,,8,,,
0.7505590915679932,9,,0,1.3111777305603027,0.918744683265686,,9,,,
0.7400092482566833,10,,0,1.3027485609054565,0.908831000328064,,10,,,
,,,0,,,,11,0.8889480233192444,1.0,0.8237998485565186
0.6214279532432556,0,,1,1.2746834754943848,0.8174046277999878,,12,,,
0.6094115972518921,1,,1,1.2571887969970703,0.8037447929382324,,13,,,
0.6130046844482422,2,,1,1.2762773036956787,0.81198650598526,,14,,,
0.757580578327179,3,,1,1.2479448318481445,0.9046898484230042,,15,,,
0.6211241483688354,4,,1,1.2661495208740234,0.8146317601203918,,16,,,
0.6316092610359192,5,,1,1.2709236145019531,0.8234035968780518,,17,,,
0.7568332552909851,6,,1,1.2785873413085938,0.9133594632148743,,18,,,
0.6164492964744568,7,,1,1.2399228811264038,0.8034913539886475,,19,,,
0.7379009127616882,8,,1,1.2562614679336548,0.8934091329574585,,20,,,
0.7903169393539429,9,,1,1.2310435771942139,0.9225349426269531,,21,,,
0.764432430267334,10,,1,1.2639505863189697,0.9142878651618958,,22,,,
,,,1,,,,23,0.856631338596344,1.0,0.7984208464622498
,,42,,,,1970,24,,,
