attn_loss,bag_loss,batch,buffer_size,epoch,inst_loss,logits_loss,loss,n_patches_in_buffer,step,train_loss_epoch,val_acc_epoch,val_loss_epoch
,1.4862027168273926,0,,0,1.1850887537002563,,1.3958685398101807,,0,,,
4.268437623977661e-05,1.5384539365768433,0,,0,1.2628182172775269,5.960464477539062e-07,1.4558064937591553,,1,,,
,1.4465845823287964,1,,0,1.2034845352172852,,1.3736546039581299,,2,,,
,1.3246533870697021,2,,0,1.1727644205093384,,1.279086709022522,,3,,,
,1.4127585887908936,3,,0,1.1807494163513184,,1.343155860900879,,4,,,
,1.424181580543518,4,,0,1.1766669750213623,,1.3499271869659424,,5,,,
,1.4121527671813965,5,,0,1.1664574146270752,,1.3384441137313843,,6,,,
,1.388929843902588,6,,0,1.1684247255325317,,1.322778344154358,,7,,,
,1.379481315612793,7,,0,1.1288570165634155,,1.3042939901351929,,8,,,
,1.3855475187301636,8,,0,1.1720391511917114,,1.3214950561523438,,9,,,
,1.3266358375549316,9,,0,1.1619294881820679,,1.2772239446640015,,10,,,
,1.3274885416030884,10,,0,1.1641745567321777,,1.2784943580627441,,11,,,
,,,,0,,,,,12,1.3366856575012207,0.0,1.2880451679229736
,1.3599680662155151,0,,1,1.170149564743042,,1.3030225038528442,,13,,,
6.622821092605591e-05,1.5300897359848022,0,,1,1.2144334316253662,0.003001093864440918,1.4384602308273315,,14,,,
,1.3177831172943115,1,,1,1.151221752166748,,1.2678146362304688,,15,,,
,1.300034761428833,2,,1,1.0930012464523315,,1.2379246950149536,,16,,,
,1.2959728240966797,3,,1,1.1329684257507324,,1.2470715045928955,,17,,,
,1.30801260471344,4,,1,1.1371170282363892,,1.2567439079284668,,18,,,
,1.2881267070770264,5,,1,1.12873113155365,,1.2403080463409424,,19,,,
,1.287153720855713,6,,1,1.1342711448669434,,1.2412889003753662,,20,,,
,1.2780766487121582,7,,1,1.0599908828735352,,1.2126508951187134,,21,,,
,1.2899038791656494,8,,1,1.0957947969436646,,1.2316710948944092,,22,,,
,1.2590981721878052,9,,1,1.082041621208191,,1.2059812545776367,,23,,,
,1.2834453582763672,10,,1,1.1314512491226196,,1.237847089767456,,24,,,
,,,,1,,,,,25,1.2600654363632202,0.09090909361839294,1.2224563360214233
,,,3,,,,,142,26,,,
