bag_loss,batch,buffer_size,epoch,inst_loss,loss,n_patches_in_buffer,step,train_loss_epoch,val_acc_epoch,val_loss_epoch
0.7351524233818054,0,,0,1.3471838235855103,0.9187618494033813,,0,,,
0.7198266983032227,1,,0,1.3490657806396484,0.9085984230041504,,1,,,
0.7075941562652588,2,,0,1.3387880325317383,0.8969523310661316,,2,,,
0.7118804454803467,3,,0,1.3105249404907227,0.8914738297462463,,3,,,
0.6866889595985413,4,,0,1.2915542125701904,0.8681485652923584,,4,,,
0.685961127281189,5,,0,1.2925145626068115,0.8679271936416626,,5,,,
0.6512344479560852,6,,0,1.3175958395004272,0.8511428833007812,,6,,,
0.730668842792511,7,,0,1.2887964248657227,0.89810711145401,,7,,,
0.7448038458824158,8,,0,1.3036575317382812,0.9124599695205688,,8,,,
0.7576221823692322,9,,0,1.3155252933502197,0.9249931573867798,,9,,,
0.753577709197998,10,,0,1.261687159538269,0.9060105085372925,,10,,,
,,,0,,,,11,0.894961416721344,1.0,0.8213791251182556
0.6225228905677795,0,,1,1.2689595222473145,0.8164538741111755,,12,,,
0.6118470430374146,1,,1,1.281798005104065,0.8128323554992676,,13,,,
0.6028831601142883,2,,1,1.2822611331939697,0.8066965341567993,,14,,,
0.7893115282058716,3,,1,1.2344920635223389,0.9228656888008118,,15,,,
0.607568085193634,4,,1,1.2747390270233154,0.807719349861145,,16,,,
0.627866268157959,5,,1,1.2616031169891357,0.817987322807312,,17,,,
0.7771303653717041,6,,1,1.2823296785354614,0.9286901950836182,,18,,,
0.6009978652000427,7,,1,1.2454595565795898,0.7943363785743713,,19,,,
0.7721783518791199,8,,1,1.233548879623413,0.9105895161628723,,20,,,
0.815366268157959,9,,1,1.223463773727417,0.9377955198287964,,21,,,
0.7950146198272705,10,,1,1.228017807006836,0.9249155521392822,,22,,,
,,,1,,,,23,0.8618983626365662,1.0,0.7934388518333435
,,42,,,,1854,24,,,
